2023-05-27 23:18:01,102 - common - INFO - Starting synchronous SGD training with 10 workers
2023-05-27 23:18:01,480 - common - DEBUG - Worker_1 is working on a dataset of size 6000
2023-05-27 23:18:01,593 - common - DEBUG - PS got 1/10 updates (from Worker_1, 1/188 (1/1128), epoch 1/6)
2023-05-27 23:25:26,846 - common - DEBUG - PS got 7/10 updates (from Worker_9, 150/188 (338/1128), epoch 2/6)
2023-05-27 23:25:26,917 - common - DEBUG - PS got 8/10 updates (from Worker_7, 150/188 (338/1128), epoch 2/6)
2023-05-27 23:25:26,948 - common - DEBUG - PS got 9/10 updates (from Worker_5, 150/188 (338/1128), epoch 2/6)
2023-05-27 23:25:26,989 - common - DEBUG - PS got 10/10 updates (from Worker_8, 150/188 (338/1128), epoch 2/6)
2023-05-27 23:25:26,998 - common - DEBUG - PS updated model, global loss is 0.5984125435352325, weights norm is 9.658039923313986
2023-05-27 23:25:27,766 - common - DEBUG - PS got 1/10 updates (from Worker_3, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,155 - common - DEBUG - PS got 2/10 updates (from Worker_7, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,220 - common - DEBUG - PS got 3/10 updates (from Worker_1, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,236 - common - DEBUG - PS got 4/10 updates (from Worker_10, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,245 - common - DEBUG - PS got 5/10 updates (from Worker_2, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,248 - common - DEBUG - PS got 5/10 updates (from Worker_8, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,314 - common - DEBUG - PS got 7/10 updates (from Worker_6, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,324 - common - DEBUG - PS got 8/10 updates (from Worker_4, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,332 - common - DEBUG - PS got 9/10 updates (from Worker_9, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,389 - common - DEBUG - PS got 10/10 updates (from Worker_5, 151/188 (339/1128), epoch 2/6)
2023-05-27 23:25:28,450 - common - DEBUG - PS updated model, global loss is 0.5857462123036384, weights norm is 9.660213744524766
2023-05-27 23:25:29,256 - common - DEBUG - PS got 1/10 updates (from Worker_7, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,333 - common - DEBUG - PS got 2/10 updates (from Worker_5, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,489 - common - DEBUG - PS got 3/10 updates (from Worker_3, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,509 - common - DEBUG - PS got 4/10 updates (from Worker_1, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,716 - common - DEBUG - PS got 5/10 updates (from Worker_2, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,734 - common - DEBUG - PS got 6/10 updates (from Worker_4, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,746 - common - DEBUG - PS got 6/10 updates (from Worker_9, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,753 - common - DEBUG - PS got 6/10 updates (from Worker_10, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,778 - common - DEBUG - PS got 9/10 updates (from Worker_6, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,782 - common - DEBUG - PS got 10/10 updates (from Worker_8, 152/188 (340/1128), epoch 2/6)
2023-05-27 23:25:29,792 - common - DEBUG - PS updated model, global loss is 0.6471643596887589, weights norm is 9.662306457309269
2023-05-27 23:25:30,438 - common - DEBUG - PS got 1/10 updates (from Worker_7, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:30,677 - common - DEBUG - PS got 2/10 updates (from Worker_2, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:30,711 - common - DEBUG - PS got 3/10 updates (from Worker_8, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:30,776 - common - DEBUG - PS got 4/10 updates (from Worker_9, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:30,859 - common - DEBUG - PS got 5/10 updates (from Worker_1, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:30,862 - common - DEBUG - PS got 5/10 updates (from Worker_6, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:30,958 - common - DEBUG - PS got 7/10 updates (from Worker_4, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:31,004 - common - DEBUG - PS got 8/10 updates (from Worker_5, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:31,061 - common - DEBUG - PS got 9/10 updates (from Worker_3, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:31,113 - common - DEBUG - PS got 10/10 updates (from Worker_10, 153/188 (341/1128), epoch 2/6)
2023-05-27 23:25:31,122 - common - DEBUG - PS updated model, global loss is 0.5628799960017205, weights norm is 9.664530967318317
2023-05-27 23:25:31,916 - common - DEBUG - PS got 1/10 updates (from Worker_8, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,063 - common - DEBUG - PS got 2/10 updates (from Worker_3, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,184 - common - DEBUG - PS got 3/10 updates (from Worker_1, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,211 - common - DEBUG - PS got 4/10 updates (from Worker_4, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,222 - common - DEBUG - PS got 5/10 updates (from Worker_7, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,222 - common - DEBUG - PS got 5/10 updates (from Worker_10, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,248 - common - DEBUG - PS got 7/10 updates (from Worker_9, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,271 - common - DEBUG - PS got 8/10 updates (from Worker_6, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,292 - common - DEBUG - PS got 9/10 updates (from Worker_2, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,299 - common - DEBUG - PS got 10/10 updates (from Worker_5, 154/188 (342/1128), epoch 2/6)
2023-05-27 23:25:32,307 - common - DEBUG - PS updated model, global loss is 0.6610053062438965, weights norm is 9.666598743614868
2023-05-27 23:25:32,926 - common - DEBUG - PS got 1/10 updates (from Worker_1, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,191 - common - DEBUG - PS got 2/10 updates (from Worker_7, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,302 - common - DEBUG - PS got 3/10 updates (from Worker_2, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,398 - common - DEBUG - PS got 4/10 updates (from Worker_4, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,411 - common - DEBUG - PS got 4/10 updates (from Worker_5, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,546 - common - DEBUG - PS got 6/10 updates (from Worker_10, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,578 - common - DEBUG - PS got 7/10 updates (from Worker_3, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,599 - common - DEBUG - PS got 8/10 updates (from Worker_8, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,606 - common - DEBUG - PS got 9/10 updates (from Worker_6, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,648 - common - DEBUG - PS got 10/10 updates (from Worker_9, 155/188 (343/1128), epoch 2/6)
2023-05-27 23:25:33,685 - common - DEBUG - PS updated model, global loss is 0.7030846863985062, weights norm is 9.668493182840606
2023-05-27 23:25:34,598 - common - DEBUG - PS got 1/10 updates (from Worker_1, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,634 - common - DEBUG - PS got 2/10 updates (from Worker_5, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,657 - common - DEBUG - PS got 3/10 updates (from Worker_8, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,716 - common - DEBUG - PS got 4/10 updates (from Worker_6, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,816 - common - DEBUG - PS got 5/10 updates (from Worker_7, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,826 - common - DEBUG - PS got 6/10 updates (from Worker_2, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,898 - common - DEBUG - PS got 7/10 updates (from Worker_3, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,924 - common - DEBUG - PS got 8/10 updates (from Worker_4, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:34,966 - common - DEBUG - PS got 9/10 updates (from Worker_10, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:35,001 - common - DEBUG - PS got 10/10 updates (from Worker_9, 156/188 (344/1128), epoch 2/6)
2023-05-27 23:25:35,009 - common - DEBUG - PS updated model, global loss is 0.737178286910057, weights norm is 9.670236448512322
2023-05-27 23:25:35,836 - common - DEBUG - PS got 1/10 updates (from Worker_7, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:35,996 - common - DEBUG - PS got 2/10 updates (from Worker_10, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,068 - common - DEBUG - PS got 3/10 updates (from Worker_4, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,134 - common - DEBUG - PS got 4/10 updates (from Worker_9, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,185 - common - DEBUG - PS got 5/10 updates (from Worker_6, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,196 - common - DEBUG - PS got 6/10 updates (from Worker_3, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,226 - common - DEBUG - PS got 7/10 updates (from Worker_5, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,252 - common - DEBUG - PS got 8/10 updates (from Worker_8, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,254 - common - DEBUG - PS got 8/10 updates (from Worker_2, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,259 - common - DEBUG - PS got 10/10 updates (from Worker_1, 157/188 (345/1128), epoch 2/6)
2023-05-27 23:25:36,292 - common - DEBUG - PS updated model, global loss is 0.6548036083579063, weights norm is 9.67171190433975
2023-05-27 23:25:36,415 - common - DEBUG - PS got 1/10 updates (from Worker_1, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,266 - common - DEBUG - PS got 2/10 updates (from Worker_7, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,279 - common - DEBUG - PS got 3/10 updates (from Worker_5, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,466 - common - DEBUG - PS got 4/10 updates (from Worker_6, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,520 - common - DEBUG - PS got 5/10 updates (from Worker_2, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,538 - common - DEBUG - PS got 6/10 updates (from Worker_10, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,549 - common - DEBUG - PS got 7/10 updates (from Worker_3, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,567 - common - DEBUG - PS got 8/10 updates (from Worker_8, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,668 - common - DEBUG - PS got 9/10 updates (from Worker_9, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,682 - common - DEBUG - PS got 10/10 updates (from Worker_4, 158/188 (346/1128), epoch 2/6)
2023-05-27 23:25:37,691 - common - DEBUG - PS updated model, global loss is 0.6321535497903824, weights norm is 9.67335298001013
2023-05-27 23:25:38,676 - common - DEBUG - PS got 1/10 updates (from Worker_1, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:38,677 - common - DEBUG - PS got 1/10 updates (from Worker_8, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:38,690 - common - DEBUG - PS got 3/10 updates (from Worker_6, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:38,931 - common - DEBUG - PS got 4/10 updates (from Worker_4, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:38,982 - common - DEBUG - PS got 5/10 updates (from Worker_3, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:38,993 - common - DEBUG - PS got 5/10 updates (from Worker_10, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:39,029 - common - DEBUG - PS got 7/10 updates (from Worker_2, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:39,040 - common - DEBUG - PS got 8/10 updates (from Worker_9, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:39,042 - common - DEBUG - PS got 8/10 updates (from Worker_7, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:39,046 - common - DEBUG - PS got 10/10 updates (from Worker_5, 159/188 (347/1128), epoch 2/6)
2023-05-27 23:25:39,053 - common - DEBUG - PS updated model, global loss is 0.6717476367950439, weights norm is 9.674900378023809
2023-05-27 23:25:39,938 - common - DEBUG - PS got 1/10 updates (from Worker_9, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,027 - common - DEBUG - PS got 2/10 updates (from Worker_4, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,056 - common - DEBUG - PS got 3/10 updates (from Worker_8, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,117 - common - DEBUG - PS got 4/10 updates (from Worker_10, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,219 - common - DEBUG - PS got 5/10 updates (from Worker_5, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,274 - common - DEBUG - PS got 6/10 updates (from Worker_6, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,298 - common - DEBUG - PS got 7/10 updates (from Worker_2, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,299 - common - DEBUG - PS got 7/10 updates (from Worker_3, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,301 - common - DEBUG - PS got 7/10 updates (from Worker_1, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,305 - common - DEBUG - PS got 9/10 updates (from Worker_7, 160/188 (348/1128), epoch 2/6)
2023-05-27 23:25:40,315 - common - DEBUG - PS updated model, global loss is 0.6533661335706711, weights norm is 9.676350948075893
2023-05-27 23:25:40,949 - common - DEBUG - PS got 1/10 updates (from Worker_6, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:40,961 - common - DEBUG - PS got 2/10 updates (from Worker_10, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,321 - common - DEBUG - PS got 3/10 updates (from Worker_8, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,331 - common - DEBUG - PS got 4/10 updates (from Worker_9, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,348 - common - DEBUG - PS got 5/10 updates (from Worker_2, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,570 - common - DEBUG - PS got 6/10 updates (from Worker_1, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,595 - common - DEBUG - PS got 7/10 updates (from Worker_3, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,608 - common - DEBUG - PS got 8/10 updates (from Worker_7, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,609 - common - DEBUG - PS got 8/10 updates (from Worker_5, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,612 - common - DEBUG - PS got 10/10 updates (from Worker_4, 161/188 (349/1128), epoch 2/6)
2023-05-27 23:25:41,620 - common - DEBUG - PS updated model, global loss is 0.5746788561344147, weights norm is 9.677897654634469
2023-05-27 23:25:42,506 - common - DEBUG - PS got 1/10 updates (from Worker_6, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,568 - common - DEBUG - PS got 2/10 updates (from Worker_4, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,606 - common - DEBUG - PS got 3/10 updates (from Worker_7, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,628 - common - DEBUG - PS got 4/10 updates (from Worker_9, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,750 - common - DEBUG - PS got 5/10 updates (from Worker_3, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,808 - common - DEBUG - PS got 6/10 updates (from Worker_10, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,809 - common - DEBUG - PS got 6/10 updates (from Worker_8, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,835 - common - DEBUG - PS got 8/10 updates (from Worker_1, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,843 - common - DEBUG - PS got 8/10 updates (from Worker_2, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,877 - common - DEBUG - PS got 10/10 updates (from Worker_5, 162/188 (350/1128), epoch 2/6)
2023-05-27 23:25:42,883 - common - DEBUG - PS updated model, global loss is 0.5923966724425554, weights norm is 9.679499745573004
2023-05-27 23:25:43,722 - common - DEBUG - PS got 1/10 updates (from Worker_2, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:43,738 - common - DEBUG - PS got 2/10 updates (from Worker_7, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:43,902 - common - DEBUG - PS got 3/10 updates (from Worker_4, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,065 - common - DEBUG - PS got 4/10 updates (from Worker_5, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,101 - common - DEBUG - PS got 5/10 updates (from Worker_1, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,109 - common - DEBUG - PS got 5/10 updates (from Worker_9, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,161 - common - DEBUG - PS got 7/10 updates (from Worker_8, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,189 - common - DEBUG - PS got 8/10 updates (from Worker_10, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,238 - common - DEBUG - PS got 9/10 updates (from Worker_3, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,249 - common - DEBUG - PS got 10/10 updates (from Worker_6, 163/188 (351/1128), epoch 2/6)
2023-05-27 23:25:44,268 - common - DEBUG - PS updated model, global loss is 0.6592753171920777, weights norm is 9.68120156122095
2023-05-27 23:25:44,409 - common - DEBUG - PS got 1/10 updates (from Worker_6, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:44,885 - common - DEBUG - PS got 2/10 updates (from Worker_3, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,284 - common - DEBUG - PS got 3/10 updates (from Worker_1, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,396 - common - DEBUG - PS got 4/10 updates (from Worker_4, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,398 - common - DEBUG - PS got 4/10 updates (from Worker_5, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,427 - common - DEBUG - PS got 6/10 updates (from Worker_8, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,451 - common - DEBUG - PS got 7/10 updates (from Worker_10, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,457 - common - DEBUG - PS got 8/10 updates (from Worker_7, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,461 - common - DEBUG - PS got 8/10 updates (from Worker_9, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,473 - common - DEBUG - PS got 10/10 updates (from Worker_2, 164/188 (352/1128), epoch 2/6)
2023-05-27 23:25:45,493 - common - DEBUG - PS updated model, global loss is 0.6483032822608947, weights norm is 9.682798237394355
2023-05-27 23:25:46,316 - common - DEBUG - PS got 1/10 updates (from Worker_1, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,340 - common - DEBUG - PS got 1/10 updates (from Worker_4, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,401 - common - DEBUG - PS got 3/10 updates (from Worker_3, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,402 - common - DEBUG - PS got 3/10 updates (from Worker_5, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,499 - common - DEBUG - PS got 5/10 updates (from Worker_9, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,568 - common - DEBUG - PS got 6/10 updates (from Worker_7, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,581 - common - DEBUG - PS got 7/10 updates (from Worker_2, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,618 - common - DEBUG - PS got 8/10 updates (from Worker_10, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,623 - common - DEBUG - PS got 8/10 updates (from Worker_6, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,634 - common - DEBUG - PS got 10/10 updates (from Worker_8, 165/188 (353/1128), epoch 2/6)
2023-05-27 23:25:46,658 - common - DEBUG - PS updated model, global loss is 0.6024491637945175, weights norm is 9.68433401821125
2023-05-27 23:25:47,500 - common - DEBUG - PS got 1/10 updates (from Worker_4, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:47,610 - common - DEBUG - PS got 2/10 updates (from Worker_7, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:47,631 - common - DEBUG - PS got 3/10 updates (from Worker_10, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:47,636 - common - DEBUG - PS got 4/10 updates (from Worker_5, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:47,652 - common - DEBUG - PS got 5/10 updates (from Worker_2, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:47,660 - common - DEBUG - PS got 6/10 updates (from Worker_1, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:47,822 - common - DEBUG - PS got 7/10 updates (from Worker_6, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:48,002 - common - DEBUG - PS got 8/10 updates (from Worker_9, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:48,004 - common - DEBUG - PS got 8/10 updates (from Worker_8, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:48,118 - common - DEBUG - PS got 10/10 updates (from Worker_3, 166/188 (354/1128), epoch 2/6)
2023-05-27 23:25:48,126 - common - DEBUG - PS updated model, global loss is 0.6128771781921387, weights norm is 9.685793207602156
2023-05-27 23:25:48,731 - common - DEBUG - PS got 1/10 updates (from Worker_7, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:48,889 - common - DEBUG - PS got 2/10 updates (from Worker_10, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:48,962 - common - DEBUG - PS got 3/10 updates (from Worker_5, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,013 - common - DEBUG - PS got 4/10 updates (from Worker_6, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,176 - common - DEBUG - PS got 5/10 updates (from Worker_2, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,284 - common - DEBUG - PS got 6/10 updates (from Worker_8, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,321 - common - DEBUG - PS got 7/10 updates (from Worker_4, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,339 - common - DEBUG - PS got 8/10 updates (from Worker_3, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,414 - common - DEBUG - PS got 9/10 updates (from Worker_9, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,425 - common - DEBUG - PS got 10/10 updates (from Worker_1, 167/188 (355/1128), epoch 2/6)
2023-05-27 23:25:49,435 - common - DEBUG - PS updated model, global loss is 0.6759267002344131, weights norm is 9.687216741846932
2023-05-27 23:25:50,101 - common - DEBUG - PS got 1/10 updates (from Worker_2, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,561 - common - DEBUG - PS got 2/10 updates (from Worker_8, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,597 - common - DEBUG - PS got 3/10 updates (from Worker_10, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,626 - common - DEBUG - PS got 4/10 updates (from Worker_5, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,663 - common - DEBUG - PS got 5/10 updates (from Worker_9, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,697 - common - DEBUG - PS got 6/10 updates (from Worker_7, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,707 - common - DEBUG - PS got 7/10 updates (from Worker_6, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,733 - common - DEBUG - PS got 8/10 updates (from Worker_3, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,837 - common - DEBUG - PS got 9/10 updates (from Worker_1, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,850 - common - DEBUG - PS got 10/10 updates (from Worker_4, 168/188 (356/1128), epoch 2/6)
2023-05-27 23:25:50,858 - common - DEBUG - PS updated model, global loss is 0.604939442873001, weights norm is 9.68864595791375
2023-05-27 23:25:51,826 - common - DEBUG - PS got 1/10 updates (from Worker_6, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:51,950 - common - DEBUG - PS got 2/10 updates (from Worker_3, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:51,984 - common - DEBUG - PS got 3/10 updates (from Worker_4, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,043 - common - DEBUG - PS got 4/10 updates (from Worker_2, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,125 - common - DEBUG - PS got 5/10 updates (from Worker_1, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,125 - common - DEBUG - PS got 5/10 updates (from Worker_7, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,125 - common - DEBUG - PS got 5/10 updates (from Worker_10, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,145 - common - DEBUG - PS got 8/10 updates (from Worker_8, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,148 - common - DEBUG - PS got 8/10 updates (from Worker_5, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,154 - common - DEBUG - PS got 10/10 updates (from Worker_9, 169/188 (357/1128), epoch 2/6)
2023-05-27 23:25:52,193 - common - DEBUG - PS updated model, global loss is 0.5991046749055385, weights norm is 9.690161710427144
2023-05-27 23:25:53,082 - common - DEBUG - PS got 1/10 updates (from Worker_9, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,152 - common - DEBUG - PS got 2/10 updates (from Worker_6, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,226 - common - DEBUG - PS got 3/10 updates (from Worker_8, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,273 - common - DEBUG - PS got 4/10 updates (from Worker_4, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,295 - common - DEBUG - PS got 5/10 updates (from Worker_10, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,329 - common - DEBUG - PS got 6/10 updates (from Worker_2, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,372 - common - DEBUG - PS got 7/10 updates (from Worker_7, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,411 - common - DEBUG - PS got 8/10 updates (from Worker_3, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,495 - common - DEBUG - PS got 9/10 updates (from Worker_5, 170/188 (358/1128), epoch 2/6)
2023-05-27 23:25:53,503 - common - DEBUG - PS got 10/10 updates (from Worker_1, 170/188 (358/1128), epoch 2/6)
